No.,Feature1,Feature2,Feature3,Feature4,Feature5,Expected Output
12,0.956363636,0.986666667,0.701959997,0.157585374,0.292592075,0.831476921
12,0.956363636,0.986666667,0.617807183,0.135798086,0.344756871,0.805405683
12,0.956363636,0.986666667,0.811941919,0.180841447,0.358066064,0.793730439
12,0.956363636,0.986666667,0.727656686,0.162582695,0.330998873,0.787343489
12,0.956363636,0.986666667,0.713027551,0.157464522,0.379726428,0.805760681
12,0.956363636,0.986666667,0.592769341,0.128663524,0.343009341,0.811057341
12,0.956363636,0.986666667,0.658724962,0.147492264,0.335301788,0.805227822
12,0.956363636,0.986666667,0.587399937,0.134989139,0.343250575,0.813141363
12,0.956363636,0.986666667,0.793389851,0.174230402,0.29978692,0.80833737
12,0.956363636,0.986666667,0.766166019,0.16836627,0.302756582,0.801764864
12,0.956363636,0.986666667,0.779614792,0.174927481,0.284217672,0.795489904
12,0.956363636,0.986666667,0.720341196,0.160980539,0.304898713,0.79224846
12,0.956363636,0.986666667,0.686026762,0.153585235,0.339316294,0.786037749
12,0.956363636,0.986666667,0.715621586,0.103223991,0.274677928,0.787334531
12,0.956363636,0.986666667,0.727557682,0.154171097,0.326469626,0.801668835
12,0.956363636,0.986666667,0.675421561,0.145592474,0.329147613,0.803943375
12,0.956363636,0.986666667,0.976737492,0.22782845,0.36698882,0.780783303
12,0.956363636,0.986666667,0.836800806,0.187564576,0.311667926,0.796388798
12,0.956363636,0.986666667,0.760300534,0.111956771,0.30913667,0.807615544
12,0.956363636,0.986666667,0.838093525,0.196795456,0.354544423,0.809643091
12,0.956363636,0.986666667,0.789098332,0.128729662,0.415979326,0.81900589
12,0.956363636,0.986666667,0.70729879,0.163781897,0.304018985,0.821139132
12,0.956363636,0.986666667,0.883718333,0.186993225,0.321914345,0.823306206
12,0.956363636,0.986666667,0.802350181,0.180433024,0.344085362,0.803478363
12,0.956363636,0.986666667,0.848541005,0.181824525,0.35724943,0.798219424
12,0.956363636,0.986666667,0.876187246,0.184682052,0.337598926,0.81270283
12,0.956363636,0.986666667,0.686202122,0.146184164,0.324455348,0.791570783
12,0.956363636,0.986666667,0.790272639,0.174430611,0.304272336,0.807010828
12,0.956363636,0.986666667,0.884979108,0.190981747,0.27905398,0.827355734
12,0.956363636,0.986666667,0.821573558,0.182147277,0.225580911,0.831952189
12,0.956363636,0.986666667,0.706046774,0.156327233,0.250426383,0.823579371
12,0.956363636,0.986666667,0.732437888,0.154594989,0.274438123,0.824612956
12,0.956363636,0.986666667,0.775345638,0.170438061,0.284945556,0.831112972
12,0.956363636,0.986666667,0.991663927,0.224719764,0.232809686,0.810475924
12,0.956363636,0.986666667,0.863580568,0.189003126,0.260452633,0.822819732
12,0.956363636,0.986666667,0.976209951,0.229581793,0.280658092,0.798784167
12,0.956363636,0.986666667,0.998397674,0.198533803,0.29703036,0.823311529
12,0.956363636,0.986666667,0.919114261,0.203600542,0.309228825,0.794043782
12,0.956363636,0.986666667,0.977130523,0.207861461,0.297333268,0.843192401
12,0.956363636,0.986666667,0.826322689,0.180974719,0.317877544,0.836612204
12,0.956363636,0.986666667,0.812252632,0.180558458,0.286405277,0.837937276
12,0.956363636,0.12,0.016596348,0.008768844,0.048284747,0.232759162
12,0.956363636,0.12,0.015596372,0.00651073,0.021475721,0.341709574
12,0.956363636,0.12,0.015170657,0.011424369,0.017697852,0.339635778
12,0.956363636,0.12,0.030020529,0.010311112,0.019999007,0.336725978
12,0.956363636,0.12,0.016520377,0.012847637,0.014304758,0.287050447
12,0.956363636,0.12,0.016338804,0.006713135,0.015491848,0.299910544
12,0.956363636,0.12,0.029216548,0.014045945,0.020394829,0.337573902
12,0.956363636,0.12,0.029498222,0.009464235,0.017539238,0.344514613
12,0.956363636,0.12,0.014491028,0.009318592,0.015792394,0.338279523
12,0.956363636,0.12,0.029809323,0.010259434,0.016701506,0.32850987
12,0.956363636,0.12,0.018065714,0.003769086,0.018007507,0.337937077
12,0.956363636,0.12,0.027478643,0.012124509,0.018996266,0.336574598
12,0.956363636,0.12,0.024207522,0.012632626,0.020610672,0.334835558
12,0.956363636,0.12,0.025333295,0.012842816,0.019661403,0.341093343
12,0.956363636,0.12,0.023246086,0.01019031,0.017980967,0.335493398
12,0.956363636,0.12,0.028962026,0.007687745,0.018577048,0.331308283
12,0.956363636,0.12,0.017206247,0.010494607,0.015957276,0.325180553
12,0.956363636,0.12,0.030797726,0.010364099,0.016391796,0.329017447
12,0.956363636,0.12,0.028345537,0.001400548,0.017136518,0.33338039
12,0.956363636,0.12,0.028907841,0.016065458,0.016571518,0.332482212
12,0.956363636,0.12,0.019556988,0.0040793,0.016095652,0.33188592
12,0.956363636,0.12,0.030568263,0.014697603,0.016278085,0.344632334
12,0.956363636,0.12,0.016580692,0.009745526,0.017615207,0.28073276
12,0.956363636,0.12,0.035982596,0.014757763,0.018397298,0.346203146
12,0.956363636,0.12,0.023773186,0.00924579,0.020995119,0.292375034
12,0.956363636,0.12,0.023754797,0.010011787,0.021439047,0.344956243
12,0.956363636,0.12,0.027469598,0.004130845,0.016392894,0.354863568
12,0.956363636,0.12,0.033087175,0.015542891,0.015829022,0.342548683
12,0.956363636,0.12,0.023202729,0.01098475,0.017070335,0.323818111
12,0.956363636,0.12,0.028322445,0.008292895,0.024655019,0.339859274
12,0.956363636,0.12,0.044392226,0.015450548,0.02189856,0.343228328
12,0.956363636,0.12,0.033426882,0.011166066,0.025235789,0.314948028
12,0.956363636,0.12,0.033139888,0.008459229,0.017148959,0.341751912
12,0.956363636,0.12,0.023371954,0.015652238,0.020287488,0.340410546
12,0.956363636,0.12,0.023777222,0.009676117,0.019831532,0.318587551
12,0.956363636,0.12,0.024161357,0.011235367,0.017151711,0.342173988
12,0.956363636,0.12,0.024885988,0.005703049,0.016891734,0.341095563
12,0.956363636,0.12,0.025604919,0.009504886,0.018745069,0.33098928
12,0.956363636,0.12,0.02062745,0.0088714,0.018586741,0.341847976
12,0.956363636,0.12,0.011541522,0.004691077,0.017369565,0.336308433
12,0.956363636,0.12,0.027702292,0.008834155,0.017823196,0.333989209
12,0.956363636,0.12,0.029969348,0.014101629,0.019254349,0.333529763
12,0.956363636,0.12,0.022035544,0.001281429,0.018125297,0.337637611
12,0.956363636,0.12,0.022396739,0.014578768,0.015947078,0.337402032
12,0.956363636,0.12,0.021021553,0.009051181,0.019571667,0.334992375
12,0.956363636,0.12,0.037772001,0.009920821,0.019324588,0.339659558
12,0.956363636,0.12,0.011750987,-0.000667943,0.041601284,0.108974728
12,0.956363636,0.12,0.027269665,0.006458245,0.0176701,0.336954385
12,0.956363636,0.12,0.027601966,0.019242279,0.016695793,0.3452097
12,0.956363636,0.12,0.034420848,0.011935314,0.017473916,0.347563822
12,0.956363636,0.12,0.030858671,0.018456599,0.018945134,0.345864375
12,0.956363636,0.12,0.020280403,0.006150433,0.017606706,0.335566928
12,0.956363636,0.253333333,0.064208327,0.018471098,0.015742738,0.372272012
12,0.956363636,0.253333333,0.038941306,0.01045336,0.020920739,0.36311742
12,0.956363636,0.253333333,0.050007991,0.014391668,0.024260319,0.406189496
12,0.956363636,0.253333333,0.032869325,0.012735838,0.019184191,0.372984073
12,0.956363636,0.253333333,0.043901285,0.008470407,0.020997942,0.37168342
12,0.956363636,0.253333333,0.074151624,0.021208675,0.024022133,0.375219973
12,0.956363636,0.253333333,0.069882099,0.019501459,0.020834684,0.357138011
12,0.956363636,0.253333333,0.048599045,0.016596186,0.03218209,0.383805716
